FID;pointid;grid_code;lake_id;hl_avg_dis;hl_wrt_d;buflake
104391;384145;384145;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104392;384146;384146;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104393;384147;384147;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104394;384148;384148;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104411;384227;384227;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104412;384228;384228;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104413;384229;384229;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104429;384317;384317;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104430;384318;384318;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104431;384319;384319;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104442;384392;384392;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104443;384393;384393;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104444;384394;384394;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104445;384395;384395;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104456;384462;384462;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104457;384463;384463;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104482;384524;384524;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104483;384525;384525;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104495;384574;384574;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104507;384632;384632;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104518;384715;384715;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104529;384771;384771;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104541;384852;384852;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104553;384911;384911;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104566;384983;384983;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104577;385051;385051;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104591;385116;385116;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104612;385198;385198;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104613;385199;385199;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104625;385262;385262;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104636;385317;385317;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104649;385363;385363;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104661;385408;385408;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104678;385460;385460;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104696;385522;385522;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104697;385523;385523;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104698;385524;385524;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104717;385599;385599;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104718;385600;385600;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104719;385601;385601;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104737;385672;385672;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104738;385673;385673;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104739;385674;385674;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104740;385675;385675;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104741;385676;385676;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104762;385747;385747;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104788;385810;385810;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104803;385890;385890;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104825;385954;385954;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104843;386024;386024;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104871;386122;386122;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104898;386187;386187;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104899;386188;386188;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104900;386189;386189;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104901;386190;386190;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104902;386191;386191;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104903;386192;386192;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104904;386193;386193;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104905;386194;386194;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104906;386195;386195;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104907;386196;386196;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104926;386255;386255;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104927;386256;386256;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104944;386317;386317;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104945;386318;386318;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104960;386369;386369;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104961;386370;386370;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104977;386459;386459;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104978;386460;386460;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104992;386513;386513;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104993;386514;386514;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104994;386515;386515;-9999;-9999,000000000000000;-9999,000000000000000;-9999
104995;386516;386516;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105008;386564;386564;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105009;386565;386565;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105026;386626;386626;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105027;386627;386627;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105053;386689;386689;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105054;386690;386690;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105068;386743;386743;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105069;386744;386744;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105082;386795;386795;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105083;386796;386796;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105109;386859;386859;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105110;386860;386860;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105133;386923;386923;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105134;386924;386924;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105153;386984;386984;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105154;386985;386985;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105172;387043;387043;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105173;387044;387044;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105194;387113;387113;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105195;387114;387114;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105214;387183;387183;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105215;387184;387184;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105232;387245;387245;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105233;387246;387246;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105248;387297;387297;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105262;387348;387348;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105276;387393;387393;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105288;387435;387435;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105303;387486;387486;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105318;387541;387541;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105330;387582;387582;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105342;387626;387626;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105354;387670;387670;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105383;387731;387731;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105400;387784;387784;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105401;387785;387785;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105418;387834;387834;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105437;387886;387886;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105438;387887;387887;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105456;387942;387942;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105457;387943;387943;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105471;387994;387994;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105472;387995;387995;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105485;388039;388039;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105486;388040;388040;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105487;388041;388041;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105502;388089;388089;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105503;388090;388090;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105518;388154;388154;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105532;388209;388209;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105564;388279;388279;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105565;388280;388280;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105580;388339;388339;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105581;388340;388340;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105596;388391;388391;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105597;388392;388392;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105613;388442;388442;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105628;388503;388503;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105629;388504;388504;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105643;388559;388559;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105644;388560;388560;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105656;388627;388627;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105669;388711;388711;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105684;388795;388795;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105701;388896;388896;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105712;388999;388999;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105726;389070;389070;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105736;389154;389154;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105752;389239;389239;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105768;389299;389299;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105780;389378;389378;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105781;389379;389379;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105782;389380;389380;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105783;389381;389381;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105784;389382;389382;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105785;389383;389383;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105786;389384;389384;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105787;389385;389385;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105788;389386;389386;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105789;389387;389387;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105790;389388;389388;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105804;389462;389462;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105805;389463;389463;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105806;389464;389464;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105807;389465;389465;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105808;389466;389466;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105823;389532;389532;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105824;389533;389533;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105825;389534;389534;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105826;389535;389535;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105827;389536;389536;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105828;389537;389537;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105829;389538;389538;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105847;389600;389600;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105848;389601;389601;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105849;389602;389602;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105850;389603;389603;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105851;389604;389604;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105852;389605;389605;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105853;389606;389606;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105854;389607;389607;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105855;389608;389608;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105856;389609;389609;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105857;389610;389610;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105858;389611;389611;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105859;389612;389612;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105860;389613;389613;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105884;389677;389677;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105885;389678;389678;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105886;389679;389679;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105887;389680;389680;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105888;389681;389681;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105889;389682;389682;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105890;389683;389683;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105891;389684;389684;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105892;389685;389685;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105893;389686;389686;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105909;389742;389742;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105910;389743;389743;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105911;389744;389744;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105912;389745;389745;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105913;389746;389746;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105925;389789;389789;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105926;389790;389790;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105927;389791;389791;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105928;389792;389792;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105929;389793;389793;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105930;389794;389794;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105960;389861;389861;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105961;389862;389862;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105962;389863;389863;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105963;389864;389864;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105964;389865;389865;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105965;389866;389866;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105966;389867;389867;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105967;389868;389868;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105968;389869;389869;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105991;389931;389931;-9999;-9999,000000000000000;-9999,000000000000000;-9999
105992;389932;389932;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106010;389988;389988;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106011;389989;389989;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106023;390048;390048;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106024;390049;390049;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106033;390109;390109;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106034;390110;390110;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106046;390167;390167;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106047;390168;390168;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106060;390243;390243;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106061;390244;390244;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106063;390246;390246;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106064;390247;390247;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106072;390283;390283;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106073;390284;390284;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106075;390286;390286;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106082;390333;390333;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106083;390334;390334;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106085;390336;390336;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106093;390379;390379;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106094;390380;390380;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106096;390382;390382;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106104;390428;390428;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106105;390429;390429;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106107;390431;390431;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106116;390484;390484;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106117;390485;390485;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106119;390487;390487;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106120;390488;390488;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106127;390547;390547;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106128;390548;390548;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106130;390550;390550;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106131;390551;390551;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106150;390602;390602;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106151;390603;390603;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106152;390604;390604;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106153;390605;390605;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106154;390606;390606;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106155;390607;390607;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106156;390608;390608;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106157;390609;390609;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106158;390610;390610;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106159;390611;390611;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106160;390612;390612;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106172;390661;390661;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106173;390662;390662;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106174;390663;390663;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106175;390664;390664;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106176;390665;390665;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106177;390666;390666;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106191;390731;390731;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106192;390732;390732;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106193;390733;390733;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106194;390734;390734;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106209;390804;390804;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106210;390805;390805;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106211;390806;390806;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106221;390861;390861;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106222;390862;390862;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106223;390863;390863;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106224;390864;390864;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106225;390865;390865;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106226;390866;390866;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106238;390914;390914;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106239;390915;390915;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106240;390916;390916;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106241;390917;390917;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106242;390918;390918;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106243;390919;390919;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106271;390985;390985;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106272;390986;390986;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106273;390987;390987;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106274;390988;390988;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106275;390989;390989;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106276;390990;390990;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106277;390991;390991;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106278;390992;390992;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106279;390993;390993;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106280;390994;390994;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106281;390995;390995;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106282;390996;390996;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106304;391062;391062;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106305;391063;391063;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106306;391064;391064;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106307;391065;391065;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106308;391066;391066;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106324;391132;391132;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106325;391133;391133;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106326;391134;391134;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106327;391135;391135;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106328;391136;391136;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106329;391137;391137;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106342;391189;391189;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106343;391190;391190;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106344;391191;391191;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106345;391192;391192;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106346;391193;391193;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106347;391194;391194;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106364;391257;391257;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106365;391258;391258;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106366;391259;391259;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106367;391260;391260;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106368;391261;391261;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106384;391319;391319;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106385;391320;391320;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106386;391321;391321;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106387;391322;391322;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106388;391323;391323;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106389;391324;391324;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106390;391325;391325;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106400;391374;391374;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106401;391375;391375;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106402;391376;391376;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106403;391377;391377;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106404;391378;391378;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106405;391379;391379;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106406;391380;391380;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106416;391432;391432;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106417;391433;391433;-9999;-9999,000000000000000;-9999,000000000000000;-9999
106418;391434;391434;-9999;-9999,000000000000000;-9999,000000000000000;-9999
