FID;pointid;grid_code;lake_id;hl_avg_dis;hl_wrt_d;buflake
39784;497302;497302;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39785;497303;497303;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39794;497324;497324;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39795;497325;497325;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39803;497353;497353;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39804;497354;497354;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39812;497376;497376;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39813;497377;497377;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39821;497398;497398;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39829;497418;497418;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39839;497438;497438;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39852;497461;497461;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39853;497462;497462;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39865;497484;497484;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39866;497485;497485;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39879;497508;497508;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39894;497533;497533;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39910;497559;497559;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39923;497582;497582;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39933;497605;497605;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39942;497630;497630;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39954;497654;497654;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39966;497677;497677;-9999;-9999,000000000000000;-9999,000000000000000;-9999
39978;497718;497718;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40004;497758;497758;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40012;497782;497782;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40020;497812;497812;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40032;497836;497836;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40043;497859;497859;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40054;497882;497882;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40062;497902;497902;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40075;497926;497926;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40085;497956;497956;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40102;497993;497993;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40110;498034;498034;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40118;498085;498085;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40126;498109;498109;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40134;498142;498142;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40158;498181;498181;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40174;498213;498213;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40182;498234;498234;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40191;498256;498256;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40199;498277;498277;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40208;498299;498299;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40219;498323;498323;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40231;498349;498349;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40247;498379;498379;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40268;498412;498412;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40306;498463;498463;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40307;498464;498464;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40308;498465;498465;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40309;498466;498466;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40310;498467;498467;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40311;498468;498468;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40312;498469;498469;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40330;498503;498503;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40331;498504;498504;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40342;498528;498528;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40343;498529;498529;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40351;498549;498549;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40352;498550;498550;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40360;498570;498570;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40361;498571;498571;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40374;498595;498595;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40375;498596;498596;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40385;498626;498626;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40386;498627;498627;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40400;498652;498652;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40401;498653;498653;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40407;498669;498669;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40408;498670;498670;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40416;498689;498689;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40417;498690;498690;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40425;498711;498711;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40426;498712;498712;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40432;498732;498732;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40433;498733;498733;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40439;498750;498750;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40440;498751;498751;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40447;498779;498779;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40448;498780;498780;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40456;498806;498806;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40457;498807;498807;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40466;498829;498829;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40467;498830;498830;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40486;498863;498863;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40487;498864;498864;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40495;498894;498894;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40496;498895;498895;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40497;498896;498896;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40498;498897;498897;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40511;498923;498923;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40512;498924;498924;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40513;498925;498925;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40514;498926;498926;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40515;498927;498927;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40530;498955;498955;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40531;498956;498956;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40538;498979;498979;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40539;498980;498980;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40565;499022;499022;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40566;499023;499023;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40573;499054;499054;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40574;499055;499055;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40595;499087;499087;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40596;499088;499088;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40602;499105;499105;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40603;499106;499106;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40609;499124;499124;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40610;499125;499125;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40616;499142;499142;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40617;499143;499143;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40623;499161;499161;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40624;499162;499162;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40630;499180;499180;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40631;499181;499181;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40637;499198;499198;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40638;499199;499199;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40644;499219;499219;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40645;499220;499220;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40651;499237;499237;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40652;499238;499238;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40658;499258;499258;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40659;499259;499259;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40665;499278;499278;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40666;499279;499279;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40676;499301;499301;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40677;499302;499302;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40690;499327;499327;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40691;499328;499328;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40703;499355;499355;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40704;499356;499356;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40716;499381;499381;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40717;499382;499382;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40735;499412;499412;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40736;499413;499413;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40757;499448;499448;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40758;499449;499449;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40772;499476;499476;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40773;499477;499477;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40784;499502;499502;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40785;499503;499503;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40803;499551;499551;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40804;499552;499552;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40821;499586;499586;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40822;499587;499587;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40854;499631;499631;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40855;499632;499632;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40876;499665;499665;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40877;499666;499666;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40899;499700;499700;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40900;499701;499701;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40918;499731;499731;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40919;499732;499732;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40944;499772;499772;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40945;499773;499773;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40956;499805;499805;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40957;499806;499806;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40965;499830;499830;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40966;499831;499831;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40981;499861;499861;-9999;-9999,000000000000000;-9999,000000000000000;-9999
40982;499862;499862;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41008;499905;499905;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41009;499906;499906;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41027;499939;499939;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41028;499940;499940;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41053;499994;499994;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41054;499995;499995;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41062;500030;500030;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41063;500031;500031;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41071;500072;500072;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41072;500073;500073;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41103;500128;500128;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41104;500129;500129;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41112;500154;500154;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41113;500155;500155;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41123;500187;500187;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41124;500188;500188;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41132;500210;500210;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41133;500211;500211;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41141;500232;500232;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41142;500233;500233;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41153;500259;500259;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41154;500260;500260;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41165;500286;500286;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41166;500287;500287;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41175;500309;500309;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41188;500342;500342;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41200;500376;500376;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41208;500399;500399;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41219;500432;500432;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41227;500460;500460;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41240;500495;500495;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41253;500526;500526;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41261;500604;500604;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41268;500635;500635;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41275;500662;500662;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41292;500700;500700;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41301;500727;500727;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41309;500758;500758;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41327;500790;500790;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41341;500824;500824;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41346;500848;500848;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41351;500871;500871;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41356;500893;500893;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41361;500916;500916;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41366;500939;500939;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41379;500970;500970;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41384;500991;500991;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41385;500992;500992;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41386;500993;500993;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41393;501022;501022;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41394;501023;501023;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41395;501024;501024;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41396;501025;501025;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41397;501026;501026;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41405;501049;501049;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41406;501050;501050;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41415;501072;501072;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41416;501073;501073;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41422;501092;501092;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41423;501093;501093;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41430;501116;501116;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41431;501117;501117;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41444;501143;501143;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41445;501144;501144;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41452;501164;501164;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41453;501165;501165;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41459;501183;501183;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41460;501184;501184;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41467;501203;501203;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41468;501204;501204;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41475;501223;501223;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41476;501224;501224;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41485;501254;501254;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41486;501255;501255;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41501;501285;501285;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41502;501286;501286;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41513;501308;501308;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41514;501309;501309;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41521;501327;501327;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41522;501328;501328;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41531;501348;501348;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41532;501349;501349;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41537;501368;501368;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41538;501369;501369;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41542;501392;501392;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41543;501393;501393;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41547;501415;501415;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41548;501416;501416;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41552;501467;501467;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41553;501468;501468;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41557;501484;501484;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41558;501485;501485;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41563;501502;501502;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41567;501543;501543;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41571;501558;501558;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41576;501574;501574;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41581;501590;501590;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41586;501606;501606;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41591;501623;501623;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41596;501639;501639;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41601;501655;501655;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41608;501675;501675;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41616;501695;501695;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41622;501716;501716;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41628;501734;501734;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41635;501804;501804;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41643;501824;501824;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41649;501843;501843;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41655;501862;501862;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41662;501948;501948;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41669;501965;501965;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41698;502004;502004;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41706;502022;502022;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41715;502041;502041;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41723;502059;502059;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41730;502076;502076;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41737;502093;502093;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41745;502111;502111;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41758;502135;502135;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41765;502162;502162;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41773;502181;502181;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41781;502200;502200;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41791;502222;502222;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41809;502253;502253;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41837;502294;502294;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41845;502315;502315;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41855;502339;502339;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41862;502362;502362;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41878;502559;502559;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41886;502578;502578;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41894;502597;502597;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41902;502616;502616;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41910;502646;502646;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41925;502867;502867;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41931;502884;502884;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41937;502900;502900;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41943;502917;502917;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41949;502936;502936;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41955;502952;502952;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41962;502978;502978;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41968;502996;502996;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41974;503012;503012;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41980;503027;503027;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41986;503043;503043;-9999;-9999,000000000000000;-9999,000000000000000;-9999
41992;503085;503085;-9999;-9999,000000000000000;-9999,000000000000000;-9999
42000;503105;503105;-9999;-9999,000000000000000;-9999,000000000000000;-9999
42007;503127;503127;-9999;-9999,000000000000000;-9999,000000000000000;-9999
42015;503151;503151;-9999;-9999,000000000000000;-9999,000000000000000;-9999
42024;503171;503171;-9999;-9999,000000000000000;-9999,000000000000000;-9999
42032;503205;503205;-9999;-9999,000000000000000;-9999,000000000000000;-9999
42039;503229;503229;-9999;-9999,000000000000000;-9999,000000000000000;-9999
42047;503252;503252;-9999;-9999,000000000000000;-9999,000000000000000;-9999
