"samples","site.name","sample.name","series","year","campaign","julian.day","sampling.date","sample.type","soil.type","lat","long","km.hq","flow.distance","position","depth","depth.satellite","secchi","width","elevation","elevation.gis","flow.accumulation.max","velocity.drifting.est","velocity.drifting.calc","discharge.daily.hq","velocity.daily","discharge.camp.hq","velocity.camp","velocity.stream","discharge.calc","Seepage.meters.Q","strahler.stream.order","slope","distance.to.water.body","distance.from.mouth","catchment.area","atm.pressure.ysi","temp.water.ysi","do.perc.ysi","do.cor.perc.ysi","do.conc.ysi","cond.ysi","ph.ysi","alkalinity","wind.max.kestrel","wind.avg.kestrel","temp.air.kestrel","humidity.rel.kestrel","pressure.atm.kestrel","bact.abundance","bact.abundance.se","bact.production","chla","chla.se","TP","TP.se","TN","TN.se","NH4","NH4.se","NOx","NOx.se","NO2","NO2.se","NO3","NO3.se","Fe","DOC","DOC.se","DIC","DIC.se","lability","lability.se","photodegradability.conc","photodegradability.perc","C1","C2","C3","C4","C5","C6","CDOM","pco2.headspace","pco2.headspace.se","pch4.headspace","pch4.headspace.se","pco2.headspace.pic","pco2.headspace.pic.se","pch4.headspace.pic","pch4.headspace.pic.se","pn2o.headspace","pn2o.headspace.se","flux.co2","flux.ch4","kco2.flux","kch4.flux","k600","kch4.k600","Rn","Rn.se","d13C.co2","d13C.co2.se","d13C.ch4","d13C.ch4.se","d2H.h2o","dO18.h2o","dO17.h2o","d13C.DOC","d13C.DIC","POM.PIM","POM.PIM.se","POM","PIM","POM.N.perc","POM.C.perc","POC","d13C.POM","Comments","sample.type.year","Season"
"LR06","ROM-014.27","LR06","LR",2015,1,161,"2015-06-10","River",NA,50.31046,-63.6461,14.265185,459.734815,"center",NA,0.8,NA,480,4.7,NA,24415908,NA,NA,583.5,1.52,618.2,1.61,NA,NA,NA,NA,NA,NA,9.72811811609701,172.434364660668,753.4,5.5,108.8,109.878426449275,13.73,13,6.47,31.48462626794,2.9,2.8,11.1,100,1004,1285500,1500,7.11930636824381,0.26845,0.0383500000000003,17.015030003764,0.342688989101746,0.200944,0.00629799999999998,NA,NA,NA,NA,NA,NA,NA,NA,319.793,5.76132348217154,0.0808437734232579,1.84602205803619,0.00535389227970246,-0.0103265677798657,0.0103265677798657,1.36896562645223,19.6080239797095,"0.244734301467757",0.736503591468418,0.189657274388037,0.210310813105639,0.202006449629068,NA,3.33935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.7557232166341,45.9458049782065,NA,NA,NA,NA,-106.716724,-14.842635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Downriver","Spring"
"LR12","ROM-368.71","LR12","LR",2015,1,165,"2015-06-14","HeadwaterLakes",NA,52.35785,-64.00396,368.706085,105.293915,NA,"1.7",NA,NA,NA,NA,NA,3738598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.957412747084,26.718099725944,722.9,10.25,93.3,97.8823247739267,10.45,10,6.69,30.132675139624,4,3.3,10.5,71,960.4,1252000,3000,NA,0.6136,0,8.65341866968171,0.0685377978202081,0.1991735,0.0025495,NA,NA,NA,NA,NA,NA,NA,NA,172.287,5.36238714158151,0.00818533584703672,0.937096934219665,0.000992161920792003,-0.00981819998534039,0.00162763429929186,0.6372366427575,12.068088255701,NA,NA,NA,NA,NA,NA,3.6848,662.375731424761,4.343805682403,45.4483892682331,1.2148750383244,668.489490268263,NA,31.8787192837526,NA,NA,NA,36.3405193470747,0.280648316640543,2.37384158052996,3.30901545086363,3.37848593797307,4.74425448552785,31.4887703004714,43.2665210076403,-17.6846619931681,NA,-61.2186088684525,NA,-115.581047,-15.969314,NA,-27.59,-15.7,NA,NA,NA,NA,NA,NA,NA,NA,"Lac Brûlé amont","Riverine Lakes","Spring"
"LR14","ROM-310.42","LR14","LR",2015,1,165,"2015-06-14","HeadwaterLakes",NA,52.09031,-63.83427,310.417419,163.582581,NA,"2",NA,NA,NA,NA,NA,7414584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.650150968044,58.213923219078,723.2,9.83,94.8,99.9411167264161,10.78,11,6.44,29.9559027012177,4.6,2.9,11.9,76.1,960.7,1590500,15500,NA,0.65195,0.11505,9.40733444570552,0.411226786922061,0.170871,0.000662999999999997,NA,NA,NA,NA,NA,NA,NA,NA,428.68,6.71817640638952,0.043407084035988,0.980007937295367,0.0116579025697019,-0.0221491492016187,0.000427455712024164,1.16945569044438,16.876499907698,NA,NA,NA,NA,NA,NA,4.8363,712.186571784135,NA,36.2588865871306,NA,649.683151815927,NA,22.5002486832145,NA,NA,NA,46.1739071590775,0.20469878311055,2.53451024496621,3.02404948418603,3.66765128335802,4.40614966955945,22.3497810448091,24.4176544542048,-18.9634472649914,NA,-61.991979744348,NA,-115.539307,-16.131063,NA,-27.28,-16.48,NA,NA,NA,NA,NA,NA,NA,NA,"Lac Lozeau","Riverine Lakes","Spring"
"LR15","ROM-307.25","LR15","LR",2015,1,166,"2015-06-15","River",NA,52.0642,-63.84167,307.246338,166.753662,"bay","10.9",NA,NA,NA,NA,NA,7822374,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.797878275683,61.954178183205,720.8,8.55,94.3,99.3349317219087,11.01,9,5.88,7.1440810622212,1.7,1.4,17,41.4,960.5,1086500,1500,NA,0.65195,0.11505,9.06464545660378,0.342688989101746,0.177908,0.025872,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93382118994591,0.183476508643559,1.18994591154948,0.00106055785336147,-0.0272050387305249,1.66401769577506e-05,1.08439408272451,18.4843449361553,NA,NA,NA,NA,NA,NA,1.8424,821.06888226405,18.0026029959974,13.1294417570741,0.477253129674838,746.09405064754,NA,4.66749825733011,NA,NA,NA,38.2463789641791,0.0428683855298846,1.51870037506096,1.85872591858152,2.31313773914303,2.84603815431231,43.0480239253612,42.5748847276159,-19.6474097158896,NA,-55.2441054048357,NA,NA,NA,NA,-27.7,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upriver","Spring"
"LR17","ROM-264.44","LR17","LR",2015,1,166,"2015-06-15","River",NA,51.78004,-63.7155,264.443939,209.556061,"side","1.9",2.5,NA,119,455.25,NA,11636672,"0.8","0.11870926185559158",401.1,1.35,438.3,1.47,NA,NA,NA,NA,NA,NA,265.042567534273,89.386620899103,717.7,10.41,95.8,101.516955055622,10.72,NA,NA,13.0816746404379,6.7,4.8,17,NA,NA,917000,8000,NA,0.4602,0.0766999999999998,9.6814856369869,0.274151191281377,0.170608,0.0346380000000001,NA,NA,NA,NA,NA,NA,NA,NA,197.482,6.04464948562944,0.0652243079859856,1.2800933290911,0.0190900413617569,-0.0228828818915097,0.000719529410304919,0.909576716354323,14.7122901448161,"0.279819641718086",0.743597660918973,0.15221750837429,0.2363501370564,0.185122625402893,NA,3.2242,748.458129817319,4.48098363096807,25.722845873799,0.0140329574115476,705.362107689788,NA,13.4552512973789,NA,NA,NA,153.732725110056,0.460068809613951,7.77131453931599,9.9284592545697,10.0783885624332,12.94914163313,72.921972160958,50.7187349452499,-19.3904287108136,NA,-64.5180187129075,NA,-115.883173,-15.908109,NA,-27.73,-16.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upriver","Spring"
"LR20","ROM-199.57","LR20","LR",2015,1,167,"2015-06-16","River",NA,51.38239,-63.5853,199.569138,274.430862,"side","2.4",1.4,NA,236,397.66,NA,14508919,"2.7","2.2576835849264927",482.8,1.46,548.2,1.66,NA,NA,NA,NA,NA,NA,198.462794267036,110.491879372281,716.3,11.29,91.9,103.614356986432,10.7,10,6.18,25.9099837915442,4.7,3.2,23.8,53.4,953.9,1723000,7000,1.63435103569891,0.4602,0.0766999999999998,13.7252157083874,2.26174732807144,0.1783265,0.000879500000000005,NA,NA,NA,NA,NA,NA,NA,NA,277.728,5.37914943260155,0.628910807084525,1.1804008908686,0.0668151447661496,-0.023419019262692,0.00107468453178251,0.823547338707037,14.3741143127067,"0.350539222801346",0.680300799168174,0.130551003037356,0.236918735331189,0.109224349447581,NA,3.79995,684.398316422936,38.3215203717785,22.4837314375285,1.34585353274244,461.047667965312,NA,10.3527842275025,NA,NA,NA,40.8785285818188,0.115866327783205,2.56875537804539,2.95497027603579,3.50978750422214,4.07246275073947,46.6421473608737,53.3781149505373,-16.2381898779332,NA,-63.6070760238147,NA,-115.155846,-15.78761,NA,-27.69,-16.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upriver","Spring"
"LRH04","ROM-041.89","LRH04","LR",2015,1,163,"2015-06-12","River",NA,50.31684,-63.30894,41.888611,432.111389,"from shore",NA,1.2,NA,289,17.64,NA,22990836,NA,NA,519.5,1.5,560.7,1.62,NA,NA,NA,NA,NA,NA,39.3019490822657,170.456932949897,752.2,5.44,103.1,105.162951615625,13.14,14,6.9,78.0897257957876,NA,NA,NA,NA,NA,513000,26000,7.47789103152696,0.315823529411765,0.0451176470588233,17.7004079819675,1.98759613679003,0.182402,0.000937999999999994,NA,NA,NA,NA,NA,NA,NA,NA,292.824,5.97041043588928,0.13628168416586,1.63431965213702,0.0137872520946091,-0.0161627602832702,0.00418458107863227,0.918009500304363,15.4309990407017,"0.310824151397898",0.708250929533919,0.187015031414795,0.209187908075699,0.151628148558661,NA,3.56965,1259.36072741756,53.0362472506368,11.681771437547,0.0999582141929505,926.676747711992,NA,7.93319583792735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.2713932007584,NA,-43.1303939238015,NA,-107.434437,-14.907637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Downriver","Spring"
"LRH07","ROM-000.26","LRH07","LR",2015,1,163,"2015-06-12","River",NA,50.30083,-63.81233,0.259611,473.740389,"from shore",NA,NA,NA,NA,-0.24,NA,25617080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.90402853163125,189.189015553538,753.8,6.88,100.3,101.203080095711,12.22,15,6.56,71.1787002459742,NA,NA,NA,NA,NA,488500,1500,6.20347942237952,0.4314375,0.0479374999999998,17.3577189928657,0.82245357384419,0.1665315,0.0074225,NA,NA,NA,NA,NA,NA,NA,NA,269.595,6.24297380422102,0.327182097783435,1.2424435252943,0.0281047831159229,-0.0152955001998841,0.000891651538073267,1.67546874702609,27.1072210065646,"0.306100485866074",0.736363527179728,0.186240905084961,0.23028962312245,0.16523046283633,NA,3.9151,699.265408497237,28.6744145754294,16.3398017211189,0.858225476960512,624.632061600938,0.190868186300577,11.2222489288205,0.529543332241326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.0950659704047,0.170604227720876,-55.8854315938784,0.905925240828814,-102.363404,-14.164257,NA,-27.71,-14.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Downriver","Spring"
"PR01","PR-01A","PR01","PR",2015,1,158,"2015-06-07","Stream",NA,51.368157,-63.876955,NA,2.95619,NA,"0.72",NA,NA,0.51,NA,NA,3261,NA,NA,NA,NA,NA,NA,NA,166.07,"1.78; -0.96; -0.80",2,2.74832,NA,239.396727158206,0.019826705096,719.2,4.64,90.9,96.1777478540389,11.73,9,5.23,31.1902123448519,2.2,1.4,21.8,25.5,963,736500,15500,0.745065620517086,0.190615384615385,0.0272307692307692,7.14558711763408,0.0685377978203636,0.1618385,0.0120935,NA,NA,NA,NA,NA,NA,NA,NA,177.585,8.93350465788629,0.158475211478711,1.33311917764215,0.0107077845593842,-0.0131772556770235,NA,1.8697063534837,21.3913051792401,"0.26636092762327",1.10407374315536,0.248348123626731,0.296040774503551,0.256821732025373,NA,5.64235,1149.58269854277,13.4653982530051,15.9265712093026,0.433069111328454,697.811320059789,NA,6.79670410030251,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.5170261088,59.8878639388443,-18.5349822019137,NA,-77.5418143430713,NA,-111.777535,-15.654463,NA,-27.32,-21.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stream","Spring"
"PR03","PR-04B","PR03","PR",2015,1,159,"2015-06-08","Stream",NA,51.21028,-63.92063,NA,6.66342,NA,"0.225",NA,NA,1.5,NA,NA,28661,NA,NA,NA,NA,NA,NA,NA,3019.32,"0.17; 1.00; 1.67",4,2.28674,NA,243.900886072065,0.265017247473,713.9,4.97,96.6,102.888092299271,12.35,8,6.06,19.8560940527189,NA,1.4,21.8,NA,NA,682500,6500,3.36206503686118,0.2832,NA,6.39167134161027,NA,0.277266,0.015879,NA,NA,NA,NA,NA,NA,NA,NA,132.961,4.70500053538923,0.0599635935325301,0.906413962951065,0.0112431737873469,-0.0205805614752065,0.00169951999990105,0.593106297353171,13.6102210479299,"0.170654032880436",0.631443313368546,0.183485429560722,0.172150029833295,0.18173596244088,NA,2.41815,508.174809033653,7.96098180006908,12.6416804405645,0.282628751327742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.8001124977001,53.2385000374362,NA,NA,NA,NA,-105.743142,-15.094001,NA,-27.28,-15.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stream","Spring"
"PR05","PR-05A","PR05","PR",2015,1,164,"2015-06-13","Stream",NA,51.20287,-63.92476,NA,2.8674,NA,"1.4",NA,NA,0.93,NA,NA,4542,NA,NA,NA,NA,NA,NA,NA,989.77,NA,2,8.88924,NA,245.430767141611,0.038893849467,702.3,4.31,54.2,58.6045184879068,7.04,6,5.9,-3.6733173457558,1.4,0.4,13.5,94.2,945.9,1100000,2000,NA,0.2832,0,7.69388950019685,1.02806696730519,0.188886,0.06183,NA,NA,NA,NA,NA,NA,NA,NA,163.062,5.5303664921466,0.0623036649214934,0.941884816753927,0.0015706806282841,-0.0391227537915902,NA,1.70646835882243,31.7680524529888,"0.194678780000908",0.701621711945113,0.228077542902977,0.173947658137335,0.181490504468737,NA,2.87875,613.071938113972,27.0956053723059,8.02180057902308,0.821784268365243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2911564235624,37.270677695977,NA,NA,NA,NA,-104.428319,-15.235041,NA,-27.25,-19.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stream","Spring"
"PR07","PR-06A","PR07","PR",2015,1,164,"2015-06-13","Stream",NA,51.1863,-63.9319,NA,0.3,NA,"0.185",NA,NA,0.67,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,5.57,NA,0,8.24495,NA,248.005957403505,0.005347307504,683.05,9.73,88.05,97.5809235039018,9.965,6,5.26,-6.54326421301212,2.9,1.4,7.5,90.2,919.5,2063000,5000,NA,0.2124,0,7.21412491545443,0.548302382562766,0.1320405,0.00344949999999999,NA,NA,NA,NA,NA,NA,NA,NA,65.258,4.08219895287958,0.0183246073297937,1.13612565445026,0.0010471204187736,-0.0236795387749572,0.000578341380145304,1.36454194573731,37.3353025587506,"0.138965768817796",0.511461156013767,0.163842381643611,0.131468561379004,0.13359496151391,NA,2.303,1687.71679399393,27.4766092742046,380.369713013264,0.478369398639103,1181.26169344483,NA,238.413082994694,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.193146418892,65.3125237739554,-18.4739594617384,NA,-66.4556739537881,NA,-106.305204,-15.173832,NA,-27.37,-18.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stream","Spring"
